WordHead,IPA
ଚଢ଼େଇଆ,t͡ʃɔɽʱeiɑ
କୁମୁଦିନୀଙ୍କୁ,kʊmʊdiniŋkʊ
ଅନାଇବୁ,ɔnɑibʊ
ବସିଥାଏ,bɔsitʰɑe
ବିନ,binɔ
ଧର୍ମଘଟରେ,dʰɔɾmɔɡʰɔʈɔɾe
ଗ୍ରାମରେ,ɡɾɑmɔɾe
ବୋଧିସତ୍ତ୍ଵ,bodʰisɔttʋɔ
ମାଡ,mɑɖɔ
ବିଦ୍ୟାର୍ଥୀଙ୍କ,bidjɑɾtʰiŋkɔ
ରିଜର୍ଭ,ɾid͡ʒɔɾbʰ
ବୋଲର,bolɔɾ
ବହୁ,bɔhʊ
ହୁଅନ୍ତୁ,hʊɔntʊ
ସୁନାମ,sʊnɑmɔ
ଆଣିବାକୁ,ɑɳibɑkʊ
ଜଙ୍ଗଲକଟା,d͡ʒɔŋɡɔlɔkɔʈɑ
ସାଥୀଗଣ,sɑtʰiɡɔɳɔ
ଲିଙ୍କେଜ୍‌,liŋked͡ʒ‌
ଓଡିଆ,oɖiɑ
ଢେଙ୍ଗା,ɖʱeŋɡɑ
ଚଅଁର,t͡ʃɔɔn~ɾɔ
ସେହିଆଡ଼େ,sehiɑɽe
ସ୍କିଲ୍,skil
ଅଲିମ୍ପିକ୍‍ସ,ɔlimpik‍s
୪୧ଟି,୪୧ʈi
ଚଢ଼େଇଟି,t͡ʃɔɽʱeiʈi
ଖୋଜାପଡ଼େ,kʰod͡ʒɑpɔɽe
ଗଡ଼ିଆକୁ,ɡɔɽiɑkʊ
ଅଫିସର୍,ɔphisɔɾ
କାନ୍ଦୁଥାନ୍ତି,kɑndʊtʰɑnti
ପାରିଲା,pɑɾilɑ
ଅନୁସନ୍ଧାନ,ɔnʊsɔndʰɑnɔ
ବଧକରି,bɔdʰɔkɔɾi
10,10
ନିର୍ବାଚନମଣ୍ତଳୀରେ,niɾbɑt͡ʃɔnɔmɔɳtɔ`liɾe
ପଳାନ୍ତ,pɔ`lɑntɔ
ଛବିସି,t͡ʃʰɔbisi
ପଞ୍ଚଦଶ,pɔɲt͡ʃɔdɔsɔ
ମନ୍ତବ୍ୟରୁ,mɔntɔbjɔɾʊ
ପଡ଼ିଲେଣି,pɔɽileɳi
ରେଖାଙ୍କିତ,ɾekʰɑŋkitɔ
ଅଭ୍ୟର୍ଥନା,ɔbʰjɔɾtʰɔnɑ
ପ୍ରତିନିଧି,pɾɔtinidʰi
ହେ,he
କାଶ୍ମୀରରେ,kɑsmiɾɾe
(ଟାସ),(ʈɑsɔ)
ଗ୍ରାସ,ɡɾɑsɔ
ଆରୋନ,ɑɾonɔ
ମଧ୍ୟରେ,mɔdʰjɔɾe
ସାକ୍ଷାତ,sɑkʰjɑtɔ
କର୍ତ୍ତବ୍ୟ,kɔɾttɔbjɔ
ଲିଓନ,lion
130,130
ହେଁ,hen~
ହାରାମ୍‌ଜାଦାକୁ,hɑɾɑm‌d͡ʒɑdɑkʊ
କମିଟିର,kɔmiʈiɾɔ
ହେଇପାରିବେନି,heipɑɾibeni
ଦତ୍ତାତ୍ରେୟ,dɔttɑtɾejɔ
ବୃକ୍ଷରୁପରେ,bɾʊkʰjɔɾʊpɔɾe
ପମ୍ପେୟୋ,pɔmpejo
ମିହିରଙ୍କର,mihiɾɔŋkɔɾɔ
ଦେଖିଲି,dekʰili
କରାଚି:,kɔɾɑt͡ʃi:
ଯାତ୍ରାର,|yɑtɾɑɾɔ
ସଂସ୍ଥାର,sɔMstʰɑɾɔ
ବଳାଇବା,bɔ`lɑibɑ
ମନୋରଞ୍ଜନ,mɔnoɾɔɲd͡ʒɔnɔ
ଶାନ୍ତିର,sɑntiɾɔ
ଦୁଇଜଣଙ୍କଠାରେ,dʊid͡ʒɔɳɔŋkɔʈʰɑɾe
ରୋହିତଙ୍କୁ,ɾohitŋkʊ
ସମ୍ବିତ,sɔmbit
ଅର୍ଥାତ୍,ɔɾtʰɑt
ପୁର୍ଣ,pʊɾɳɔ
ପ୍ରିଣ୍ଟ,pɾiɳʈ
ହଫିଜ୍‌,hɔphid͡ʒ‌
ଜମାଖାତାକୁ,d͡ʒɔmɑkʰɑtɑkʊ
ପ୍ଲାଷ୍ଟିକ,plɑsʈik
ବଦଳାଇଲୁ,bɔdɔ`lɑilʊ
ପ୍ରତିବାଦର,pɾɔtibɑdɔɾɔ
ଡେସ୍କ,ɖesk
ପଏଣ୍ଟ,pɔeɳʈ
କହିଦେଇ,kɔhidei
ଫିଙ୍ଗି,phiŋɡi
କଷ୍ଟକର,kɔsʈɔkɔɾɔ
ମୃତ୍ତିକା,mɾʊttikɑ
କେଫ,keph
ଯାଉନି,|yɑʊni
ଦରଦୀ,dɔɾɔdi
ଆଉଥରେ,ɑʊtʰɔɾe
ଟି-ସାର୍ଟ,ʈi-sɑɾʈ
ବଲିଉଡ଼ରେ,bɔliʊɽɾe
ମତ୍ସଜୀବୀମାନେ,mɔtsɔd͡ʒibimɑne
ଅନ୍ଧକାରକୁ,ɔndʰɔkɑɾɔkʊ
ପାତଞ୍ଜଳି,pɑtɔɲd͡ʒɔ`li
ଦଲିଲର,dɔlilɾɔ
ଯୋଚିଦେଲେ,|yot͡ʃidele
କରିପାରିବୁ,kɔɾipɑɾibʊ
ପ୍ରକାଶନ,pɾɔkɑsɔnɔ
ନିଃସ୍ଵାର୍ଥ,nihsʋɑɾtʰɔ
ଅଂଶଗ୍ରହଣ,ɔMsɔɡɾɔhɔɳɔ
ବିବରଣୀ,bibɔɾɔɳi
କମ୍‌ରେ,kɔm‌ɾe
ପ୍ରଭାବ:,pɾɔbʰɑbɔ:
ଉଠ,ʊʈʰɔ
ହୋଇନାହିଁ,hoinɑhin~
ବନ୍ଧୁମାନଙ୍କ,bɔndʰʊmɑnɔŋkɔ
କାହାଣୀମାନ,kɑhɑɳimɑnɔ
ଅମ୍ନୋନୀଯ,ɔmnoni|yɔ
ଅନୁସନ୍ଧାନ,ɔnʊsɔndʰɑnɔ
ଆସିଗଲା,ɑsiɡɔlɑ
ଅସନ୍ତୁଳନ,ɔsɔntʊ`lɔnɔ
ଠାବ,ʈʰɑbɔ
କୋଉଟା,koʊʈɑ
ଆମାଉଣ୍ଟ୍,ɑmɑʊɳʈ
ଗଢ଼ାଇ,ɡɔɽʱɑi
ପରିଷଦର,pɔɾisɔdɔɾɔ
ଲକ୍ମଲ୍,lɔkmɔl
ନୋଟିଫିକେସନ୍,noʈiphikesɔn
ଅବସରରେରେ,ɔbɔsɔɾɔɾeɾe
ଗୁପ୍ତ,ɡʊptɔ
ଚେହେରା,t͡ʃeheɾɑ
ସଙ୍ଗାତ,sɔŋɡɑtɔ
ଦେଉଛନ୍ତି,deʊt͡ʃʰɔnti
ସଂଘର୍ଷପୂର୍ଣ୍ଣ,sɔMɡʰɔɾsɔpuɾɳɳɔ
ପ୍ରମାଣ,pɾɔmɑɳɔ
ରଖିପାରିବି,ɾɔkʰipɑɾibi
ଅବାଧି,ɔbɑdʰi
ଏକାଗ୍ର,ekɑɡɾɔ
ହୋଲ୍ଡରେ,holɖɾe
ହୁଏତ,hʊetɔ
ଶୁଣିଲୁ,sʊɳilʊ
ହାଶିମ,hɑsim
ଫିଲିଫାଇନ୍ସକୁ,philiphɑinskʊ
ନଥିଲା,nɔtʰilɑ
ପୋଷାକ,posɑkɔ
ଜୋର୍ଡାନ,d͡ʒoɾɖɑn
ପରିଶେଧ,pɔɾisedʰɔ
ଶ୍ୟାମଳ,sjɑmɔ`lɔ
ଗଣତନ୍ତ୍ର,ɡɔɳɔtɔntɾɔ
ସୋଲାପୁର,solɑpʊɾ
ଭାଇରସ୍‌ରେ,bʰɑiɾɔs‌ɾe
ବାୟୋପିକ୍‌ରେ,bɑjopik‌ɾe
ଦେଖିପାରିବେ,dekʰipɑɾibe
ବସିପଡ଼ିଲା,bɔsipɔɽilɑ
ଶୁଝିହେବନି,sʊd͡ʒʱihebɔni
ପାରିବ,pɑɾibɔ
କୋର୍ଡ,koɾɖ
ଗଢ଼ିସାରି,ɡɔɽʱisɑɾi
ପ୍ୟାଲେସ୍‌ରେ,pjɑles‌ɾe
ବସିଲା,bɔsilɑ
ଲେଖିଛନ୍ତି,lekʰit͡ʃʰɔnti
ବାକ୍ୟ,bɑkjɔ
ଜାମୁ-କାଶ୍ମୀରର,d͡ʒɑmʊ-kɑsmiɾɾɔ
ହସ୍ପିଟାଲ୍,hɔspiʈɑl
ମହିଳାଙ୍କର,mɔhi`lɑŋkɔɾɔ
ଜ୍ଵାଇଁକୁ,d͡ʒʋɑiŋkʊ
କନସୁଲାର,kɔnsʊlɑɾ
ପଣ୍ଡା,pɔɳɖɑ
ସାତଦିନ,sɑtɔdinɔ
ସାଥିଙ୍କଠୁ,sɑtʰiŋkɔʈʰʊ
ବାଛନ୍ତୁ,bɑt͡ʃʰɔntʊ
ମିଜୋରାମ,mid͡ʒoɾɑm
ପାଠପଡ଼ି,pɑʈʰɔpɔɽi
ମହୋଦୟ,mɔhodɔjɔ
କ୍ଳୋଜିଙ୍ଗ,k`lod͡ʒiŋɡ
ଦୟାରୁ,dɔjɑɾʊ
ମେରୁଦଣ୍ଡ,meɾʊdɔɳɖɔ
କୁମ୍ବଲେ,kʊmble
ମୋହିତ,mohit
କହିଛନ୍ତି,kɔhit͡ʃʰɔnti
ମନେଇବାକୁ,mɔneibɑkʊ
କାହିଁକି,kɑhiŋki
ଚୋର,t͡ʃoɾɔ
ମିର୍ଜାପୁର,miɾd͡ʒɑpʊɾ
ଜଣକ,d͡ʒɔɳɔkɔ
ଲେଖାପଢାରେ,lekʰɑpɔɖʱɑɾe
ବେଲ,belɔ
ଧୁରନ୍ଧର,dʰʊɾɔndʰɔɾɔ
ଏବର,ebɔɾɔ
ସୋନିଆଙ୍କ,soniɑŋkɔ
ସୋସାଲ,sosɑlɔ
ଆଫ୍ରିକା,ɑphɾikɑ
ଅନାବଶ୍ୟକ,ɔnɑbɔsjɔkɔ
ବଳିଦାନର,bɔ`lidɑnɔɾɔ
ଦେଉଥିବି,deʊtʰibi
ସ୍ୱାଧୀନତାକୁ,sʋɑdʰinɔtɑkʊ
ପାଢୀ,pɑɖʱi
ପଟ୍,pɔʈ
ଦଳେ,dɔ`le
କମ୍ପାନି,kɔmpɑni
ଯାଇଥିଲା,|yɑitʰilɑ
ଆମ,ɑmɔ
ସାବଧାନତା,sɑbɔdʰɑnɔtɑ
550,550
ଚିଠିର,t͡ʃiʈʰiɾɔ
ସରଳ,sɔɾɔ`lɔ
ସୋସିଆଲ,seɑsiɑl
ଶକ୍ତିଶାଳୀ,sɔktisɑ`li
ତାମିଲନାଡୁର,tɑmilnɑɖʊɾɔ
ବ୍ୟାପାରର,bjɑpɑɾɔɾɔ
ଯୋଗାଣଜନିତ,|yoɡɑɳɔd͡ʒɔnitɔ
୲,୲
ମାଉସା,mɑʊsɑ
ବାସ୍ତବତା,bɑstɔbɔtɑ
ଦେଖିବା,dekʰibɑ
ଭାଙ୍ଗିପାରିବି,bʰɑŋɡipɑɾibi
ରାଜଧାନୀ,ɾɑd͡ʒɔdʰɑni
0-୧୮,0-୧୮
କରାଯାଇଅଛି,kɔɾɑ|yɑiɔt͡ʃʰi
ନିଆଯାଉ,niɑ|yɑʊ
କରନ୍ତୁ।ନି।,kɔɾɔntʊ।ni।
ବାଦଶାହ,bɑdsɑhɔ
ଚଳି,t͡ʃɔ`li
ଗାଇ,ɡɑi
ଅଭିଭାଷଣରୁ,ɔbʰibʰɑsɔɳɔɾʊ
ଜଙ୍ଗଲିଆ,d͡ʒɔŋɡɔliɑ
ହାତରଖି,hɑtɔɾɔkʰi
୩୨-,୩୨-
ରୁଷୀୟ,ɾʊsijɔ
ଲୋକବସତି,lokɔbɔsɔti
ଏକାଉଣ୍ଟ,ekɑʊɳʈ
ଏଡୁଟିଏ,eɖʊʈie
ଧରାଶାୟୀ,dʰɔɾɑsɑji
ଅତୀତରେ,ɔtitɔɾe
ଏନ୍ଡିଏର,enɖieɾɔ
ପୌଷ୍ଟିକ,pɔsʈikɔ
ଆନ୍ଦୋଳିତ,ɑndo`litɔ
ସମତାଳ,sɔmɔtɑ`lɔ
ରୋମାଣ୍ଟିକ୍,ɾomɑɳʈik
ନିର୍ବାଚନକୁ,niɾbɑt͡ʃɔnɔkʊ
ପରାଶର,pɔɾɑsɔɾɔ
ରଖିବାର,ɾɔkʰibɑɾɔ
ବବିଷୟରେ,bɔbisɔjɔɾe
(ସଂଶୋଧନ),(sɔMsodʰɔnɔ)
ବରୁଣ,bɔɾʊɳɔ
ଆଡାପ୍ଟର,ɑɖɑpʈɔɾ
ଶବଗୁଡ଼ିକରେ,sɔbɔɡʊɽikɔɾe
ପଳାଉଚ,pɔ`lɑʊt͡ʃɔ
୧୯,୧୯
ଜାମିନ,d͡ʒɑmin
ରାଜାପୁଅ,ɾɑd͡ʒɑpʊɔ
ମାଇକ୍,mɑik
ପଟେଲଙ୍କର,pɔʈelŋkɔɾɔ
ଜାଧବ,d͡ʒɑdʰɔbɔ
ବାହାରିଥାଏ,bɑhɑɾitʰɑe
ପାଗ,pɑɡɔ
କଣତୁମର,kɔɳɔtʊmɔɾɔ
ଡେୟାର,ɖejɑɾ
କରିଛି,kɔɾit͡ʃʰi
କରିପକେଇଲି,kɔɾipɔkeili
ଚାଲୁଅଛି,t͡ʃɑlʊɔt͡ʃʰi
ଏଣ୍ଟରଟେନିଙ୍ଗ,eɳʈɔɾʈeniŋɡ
ଗୃହନିର୍ମାଣ,ɡɾʊhɔniɾmɑɳɔ
ଜିଲ୍ଲାପାଳ,d͡ʒillɑpɑ`lɔ
ଫଳଟିକୁ,phɔ`lɔʈikʊ
ଶୁଣିନି,sʊɳini
ପର୍ୟ୍ଯନ୍ତ,pɔɾj|yɔntɔ
କିମ୍ଵଦନ୍ତୀ,kimʋɔdɔnti
ଶାର୍ଦ୍ଦୁଲ,sɑɾddʊl
ଦିନଟିକୁ,dinɔʈikʊ
ରମଣୀ,ɾɔmɔɳi
ହି,hi
ସୁଗମ୍ୟ,sʊɡɔmjɔ
ପଡ଼ିରହେ,pɔɽiɾɔhe
ଆରେଷ୍ଟ,ɑɾesʈ
ଅଗ୍ନିଶମବାହିନୀ,ɔɡnisɔmɔbɑhini
ଧମକେଇ,dʰɔmɔkei
ଅଳ୍ପଦିନ,ɔ`lpɔdinɔ
କହିଲେ:,kɔhile:
ଅଧରାତି,ɔdʰɔɾɑti
ଲିବିଆରେ,libiɑɾe
ସଂଖ୍ୟା,sɔŋkʰjɑ
ଚାଲିଆସେ,t͡ʃɑliɑse
ପେ,pe
ପାତ୍ରଙ୍କ,pɑtɾɔŋkɔ
କଢ଼ାଯାଇଛି,kɔɽʱɑ|yɑit͡ʃʰi
ଭାଲୁମଉସା,bʰɑlʊmɔʊsɑ
ବିସ୍ଥାପନ,bistʰɑpɔnɔ
ଦ୍ରାକ୍ଷାଗୁଚ୍ଛ,dɾɑkʰjɑɡʊt͡ʃt͡ʃʰɔ
ଉଦ୍ୟାନର,ʊdjɑnɔɾɔ
94ଟି,94ʈi
ବୃଷ,bɾʊsɔ
ଫଟା,phɔʈɑ
ଚିହ୍ନିପାରୁ,t͡ʃihnipɑɾʊ
ଆକାଉଣ୍ଟଗୁଡ଼ିକେୟାର,ɑkɑʊɳʈɡʊɽikejɑɾɔ
ସୁହାଇଲା,sʊhɑilɑ
ଘଣ୍ଟା,ɡʰɔɳʈɑ
ହୋଇଉଠିଛନ୍ତି,hoiʊʈʰit͡ʃʰɔnti
ଅସ୍ତ୍ରବିରତି,ɔstɾɔbiɾɔti
ସୁପରିଚିତ,sʊpɔɾit͡ʃitɔ
ରହିଯିବା,ɾɔhi|yibɑ
ସୁନ୍ଦର,sʊndɔɾɔ
ତି୍ରପାକ୍ଷିକ,tiɾɔpɑkʰjikɔ
ପାହିଲା,pɑhilɑ
ଭିତରକୁ,bʰitɔɾɔkʊ
ଗଣତାନ୍ତିକ,ɡɔɳɔtɑntikɔ
ଆଣବିକ,ɑɳɔbikɔ
ବୁଝାପଡ଼ିଲାଣି,bʊd͡ʒʱɑpɔɽilɑɳi
ଧାରାନଗରୀକୁ,dʰɑɾɑnɔɡɔɾikʊ
ନୂଆ,nuɑ
ଚିଦାମ୍ବରମଙ୍କ,t͡ʃidɑmbɔɾɔmŋkɔ
ଟ୍ରଫି,ʈɾɔphi
କଟିବ,kɔʈibɔ
ରସ୍ତାର,ɾɔstɑɾɔ
ଗିତ,ɡitɔ
ଶୁଣିଲାକ୍ଷଣି,sʊɳilɑkʰjɔɳi
ବିଧବା,bidʰɔbɑ
ତାରିଖ,tɑɾikʰɔ
ମନପ୍ରୀତ୍,mɔnpɾit
ଥିବାର,tʰibɑɾɔ
ମିଛରେ,mit͡ʃʰɔɾe
ଭୁଆକୁ,bʰʊɑkʊ
ଆଉଟୁପାଉଟୁ,ɑʊʈʊpɑʊʈʊ
ଶହଶହ,sɔhɔsɔhɔ
ୱିଣ୍ଡୋଗୁଡ଼ିକୁ,ʋiɳɖoɡʊɽikʊ
ମଉକା,mɔʊkɑ
ଦୁଇଟି,dʊiʈi
ଜଣାପଡିନାହିଁ,d͡ʒɔɳɑpɔɖinɑhin~
ସଂଘମାନେ,sɔMɡʰɔmɑne
ସୁରକ୍ଷିତ,sʊɾɔkʰjitɔ
ଥର,tʰɔɾɔ
ଫୋନ୍ରେ,phonɾe
ତ୍ରିପାଠୀ,tɾipɑʈʰi
ଯୁଗ,|yʊɡɔ
ଜନସମାବେଶ,d͡ʒɔnɔsɔmɑbesɔ
ତୈମୁରର,tæmʊɾɾɔ
ସମସ୍ୟାରୁ,sɔmɔsjɑɾʊ
ଘୁଙ୍ଗରକୁ,ɡʰʊŋɡɔɾɔkʊ
ପହଁଞ୍ଚିବି,pɔhɔn~ɲt͡ʃibi
ଇମେଲର,imelɾɔ
ଆଣ୍ଠୋଇ,ɑɳʈʰoi
ମୂଷିକମାନଙ୍କୁ,musikɔmɑnɔŋkʊ
Y,Y
ତୋରି,toɾi
ଅଜିତ୍‌ଙ୍କ,ɔd͡ʒit‌ŋkɔ
ରିଏଲ,ɾiel
ଅହମ୍ମଦାବାଦ,ɔhɔmmɔdɑbɑd
ବାସିନ୍ଦାଙ୍କ,bɑsindɑŋkɔ
ଚହଳ,t͡ʃɔhɔ`lɔ
ମୋବାଇଲ୍,mobɑil
ଫେରୁଛି,pheɾʊt͡ʃʰi
ବେଶ୍,bes
ତୁନଗାଁରେ,tʊnɔɡɑn~ɾe
ଫେରିବାର,pheɾibɑɾɔ
ସାବଧାନ୍,sɑbɔdʰɑn
ଶିକ୍ଷକ,sikʰjɔkɔ
ବାୟୁସେନାର,bɑjʊsenɑɾɔ
ଲେପ,lepɔ
ପୋଡ଼ିଦେଲା,poɽidelɑ
ପ୍ରସାରଣ,pɾɔsɑɾɔɳɔ
ଅଭିବାଦନ,ɔbʰibɑdɔnɔ
ଦ୍ୱିମତ,dʋimɔtɔ
ନିଆଯିବ,niɑ|yibɔ
ଚଳିଲେ,t͡ʃɔ`lile
ଡ଼ିଜିଟାଲ,ɽid͡ʒiʈɑl
ସ୍ୱଚ୍ଛାଗ୍ରହୀମାନଙ୍କ,sʋɔt͡ʃt͡ʃʰɑɡɾɔhimɑnɔŋkɔ
ବିଭାଗ,bibʰɑɡɔ
ଟ୍ରଷ୍ଟ,ʈɾɔsʈ
ଶୁଝିଲା,sʊd͡ʒʱilɑ
ଆଗଭଳି,ɑɡɔbʰɔ`li
ଜୀବନଯାପନ,d͡ʒibɔnɔ|yɑpɔnɔ
ଅତୀବ,ɔtibɔ
ଜାରୀ,d͡ʒɑɾi
ପୁନେ,pʊne
ଏଥର,etʰɔɾɔ
୬୧୪୯,୬୧୪୯
ପାଣ୍ଡିତ୍ୟ,pɑɳɖitjɔ
ଗୁଣାତ୍ମକ,ɡʊɳɑtmɔkɔ
ଦେ,de
ମନୀଷା,mɔnisɑ
ସମନ୍ୱୟ,sɔmɔnʋɔjɔ
ଛଡ଼ା,t͡ʃʰɔɽɑ
ସଂପଦା,sɔMpɔdɑ
କରଯାଇ,kɔɾɔ|yɑi
ଶୁଭିଲା,sʊbʰilɑ
ପଢ଼ୁଥାଆନ୍ତି,pɔɽʱʊtʰɑɑnti
ମଦନକୁ,mɔdɔnɔkʊ
କୋଚଗୁଡ଼ିକ,kot͡ʃɡʊɽikɔ
ନବୀକରଣ-କାରଖାନା,nɔbikɔɾɔɳɔ-kɑɾɔkʰɑnɑ
ହୋଇଥିବେ,hoitʰibe
%s,%s
ପୁଞ୍ଜିନିବେଶ,pʊɲd͡ʒinibesɔ
ନ୍ୟାୟ,njɑjɔ
ସକରାମତ୍କ,sɔkɔɾɑmɔtkɔ
ବିଶ୍ବାସ,bisbɑsɔ
ଜସପ୍ରୀତ,d͡ʒɔspɾit
ଜିଲ୍ଲାପାଳ,d͡ʒillɑpɑ`lɔ
କରିପାରିଛି,kɔɾipɑɾit͡ʃʰi
ପ୍ରତିଧ୍ୱନି,pɾɔtidʰʋɔni
କମ୍,kɔm
ଆରୁଖ,ɑɾʊkʰɔ
ପ୍ରତୀୟମାନ,pɾɔtijɔmɑnɔ
ବିପଦ,bipɔdɔ
ଦାମିକା,dɑmikɑ
ସରକାର,sɔɾɔkɑɾɔ
ବାସନକୁସନ,bɑsɔnɔkʊsɔnɔ
ହେଉଛନ୍ତି,heʊt͡ʃʰɔnti
ଜାନି,d͡ʒɑni
ବୁଝାଇଦେବାପାଇଁ,bʊd͡ʒʱɑidebɑpɑin~
ଫେରିଲେ,pheɾile
କୂଅ,kuɔ
ବି/ରଜିଦାସ୍,bi/ɾɔd͡ʒidɑs
ସନରାଇଜର୍ସ,sɔnɾɑid͡ʒɔɾs
ଚମ୍ପା,t͡ʃɔmpɑ
ରଖିବେ,ɾɔkʰibe
କାପିସଙ୍କୁ,kɑpisɔŋkʊ
ଘରଡ଼ିହ,ɡʰɔɾɔɽihɔ
ଗଣେଶଙ୍କର,ɡɔɳesɔŋkɔɾɔ
ଟି,ʈi
ବାସ୍ତବ,bɑstɔbɔ
ଦେଖାଇଛନ୍ତି,dekʰɑit͡ʃʰɔnti
ପାଲଘର,pɑlɔɡʰɔɾɔ
ଏଟେନ୍ଡ,eʈenɖ
ସାହେବ,sɑhebɔ
କଣଆଉ,kɔɳɔɑʊ
ଲେଡ଼ିଗୁଡ଼,leɽiɡʊɽɔ
ଭୁବନେଶ୍ୱରଓଡ଼ିଶା,bʰʊbɔnesʋɔɾɔoɽisɑ
ବର୍ଷ,bɔɾsɔ
ମାଡ଼ିବସିଲା,mɑɽibɔsilɑ
ଗୁପ୍ତଚର,ɡʊptɔt͡ʃɔɾɔ
ୱାଟସନ୍‌,ʋɑʈsɔn‌
କ୍ଷତିକାରକ,kʰjɔtikɑɾɔkɔ
କୋରିୟର,koɾijɔɾ
200,200
ଦେବା,debɑ
ନିର୍ଦ୍ଧାରିତ,niɾddʰɑɾitɔ
ଅନୁଭୂତି,ɔnʊbʰuti
ହୋଇଯାଇପାରେ,hoi|yɑipɑɾe
ବିଧାୟକଙ୍କ,bidʰɑjɔkɔŋkɔ
ସିମ୍ଫୋନୀ,simphoni
ମହାନ୍,mɔhɑn
କି?ଧନ୍ୟବାଦ!,ki?dʰɔnjɔbɑdɔ!
ଭ୍ରଷ୍ଟାଚାର,bʰɾɔsʈɑt͡ʃɑɾɔ
ଦେଖିପାରେ,dekʰipɑɾe
ଚିରା,t͡ʃiɾɑ
ଚନ୍ଦନାକୁ,t͡ʃɔndɔnɑkʊ
ଟିକେ,ʈike
କାଠଗଣ୍ଡି,kɑʈʰɔɡɔɳɖi
ଲକ୍ଷ୍ଯଏକ,lɔkʰj|yɔekɔ
ସତ୍ୟରେ,sɔtjɔɾe
ଫୋପାଡ଼ି,phopɑɽi
ଆସୁଥିଲା,ɑsʊtʰilɑ
ଦେଇପାରିବିନି,deipɑɾibini
୧୫ଟି,୧୫ʈi
ବାହାରିଲେ,bɑhɑɾile
ସ୍ପଷ୍ଟ,spɔsʈɔ
କେବେ,kebe
କାଟିପାରିବେ,kɑʈipɑɾibe
ଆବଶ୍ୟକ,ɑbɔsjɔkɔ
ନଥିବା,nɔtʰibɑ
ପାକ୍‌,pɑk‌
ବାଁ,bɑn~
ନେଇଗଲା,neiɡɔlɑ
ମରଣାନ୍ତକ,mɔɾɔɳɑntɔkɔ
ଭିତିରେ,bʰitiɾe
ଟେଷ୍ଟ୍,ʈesʈ
ବିକାଶ,bikɑsɔ
କରିଥିଲି,kɔɾitʰili
ୱିକେଟ୍‌,ʋikeʈ‌
ଗୁଇନ୍ଦା,ɡʊindɑ
i5,i5
ବଦଳେଇ,bɔdɔ`lei
ଛାଉଣୀରୁ,t͡ʃʰɑʊɳiɾʊ
ଚାଷକୁ,t͡ʃɑsɔkʊ
ଭିତ୍ତିଭୂମି,bʰittibʰumi
ସ୍ଥିତାବସ୍ଥା,stʰitɑbɔstʰɑ
ନକଭୀ,nɔkbʰi
ସମାହିତ,sɔmɑhitɔ
ଇ-ସିଗାରେଟ,i-siɡɑɾeʈ
ଆଖ,ɑkʰɔ
ଦଉଡ଼ି,dɔʊɽi
ଆଲିଙ୍ଗନ,ɑliŋɡɔnɔ
ଶିବିର,sibiɾɔ
୬୫,୬୫
ଟଙ୍କାସୁନା,ʈɔŋkɑsʊnɑ
କଣକରିବାକୁ,kɔɳɔkɔɾibɑkʊ
ଶୃଗାଳଟି,sɾʊɡɑ`lɔʈi
ନାହିଁ,nɑhin~
ଦୁର୍ଗା,dʊɾɡɑ
ହେବାବେଳକୁ,hebɑbe`lɔkʊ
ଅକବରଙ୍କୁ,ɔkbɔɾŋkʊ
ମଁ,mɔn~
ଚକେଲଟ୍,t͡ʃɔkelɔʈ
ଜନ୍ମଦିନର,d͡ʒɔnmɔdinɔɾɔ
38,38
ରାଷ୍ଟ୍ର,ɾɑsʈɾɔ
ଶର୍ମାଙ୍କ,sɔɾmɑŋkɔ
ଛବିଶି,t͡ʃʰɔbisi
%S,%S
ଆପଣମାନଙ୍କର,ɑpɔɳɔmɑnɔŋkɔɾɔ
ନୁଁମ୍ବର,nʊn~mbɔɾɔ
ଜାହାଜ,d͡ʒɑhɑd͡ʒɔ
ଲଗାଇଛନ୍ତି,lɔɡɑit͡ʃʰɔnti
ରବିନ୍ଦ୍ରନାଥ,ɾɔbindɾɔnɑtʰɔ
ନାମକ,nɑmɔkɔ
ଶିଷ୍ୟମାନଙ୍କୁ,sisjɔmɑnɔŋkʊ
ଦେଖିନଥିଲା,dekʰinɔtʰilɑ
ସତ୍ୱେ,sɔtʋe
ବ୍ୟାଙ୍କରେ,bjɑŋkɾe
ଇନ୍ଧନର,indʰɔnɔɾɔ
ତାଙ୍କପରି,tɑŋkɔpɔɾi
ଘନିଷ୍ଟ,ɡʰɔnisʈɔ
ସାହି,sɑhi
ଭାଇରସ,bʰɑiɾɔs
ବୁଲୁଥିଲା,bʊlʊtʰilɑ
ଉଭେଇ,ʊbʰei
ମିଳିଥାଏ,mi`litʰɑe
ଶାସ୍ତ୍ରକାର,sɑstɾɔkɑɾɔ
ସଦୃଶ,sɔdɾʊsɔ
ଶୋକ,sokɔ
ବାଈ,bɑi
ସରକାର”,sɔɾɔkɑɾɔ”
ଆଦାୟ,ɑdɑjɔ
ଡ୍ରାଇଭରଙ୍କୁ,ɖɾɑibʰɔɾŋkʊ
ପଇସାପତ୍ର,pɔisɑpɔtɾɔ
ରଖିଥିଲେ,ɾɔkʰitʰile
ଲାଗୁଥିଲା,lɑɡʊtʰilɑ
ଦେଖିବାରୁ,dekʰibɑɾʊ
ଭଷା,bʰɔsɑ
ରେରେ,ɾeɾe
